UserName,Handle,Timestamp,comment,responding,images,Comments,Likes,Retweets
Accenture,@Accenture,2022-02-16T13:45:13.000Z,"Accenture
@Accenture
·
Feb 16","Your burning questions about implementing AI-powered automation—answered. 

Order your copy of The Automation Advantage. https://accntu.re/3uImhZc
5
13",https://pbs.twimg.com/amplify_video_thumb/1493944507666157570/img/4KKAbUxDCNY25rpK.jpg,,5,13
Accenture Retweeted,@jennaezarik,2022-02-15T20:34:51.000Z,"Jenna Ezarik
@jennaezarik
·
Feb 15","To see more career stories that inspire you, check out 
@Accenture
’s Careers A to Z! Make an impactful change with your career. https://c8.io/124WVY #ad
0:56
259.1K views
15
30
206",https://pbs.twimg.com/profile_images/1339995200383377408/zDSObJ5-_normal.jpg,15,30,206
Accenture,@Accenture,2022-02-15T19:00:00.000Z,"Accenture
@Accenture
·
Feb 15","That's it, that's the whole thing. But you've gotta see it to believe it (if you haven't already).
Ad Age
@adage
 · Feb 15
Coinbase aired its first Super Bowl ad, and it definitely got people talking—and scanning.

The 60-second spot features a QR code changing colors and bouncing across the screen, a la the infamous DVD logo. And that’s it, that’s pretty much the whole thing. http://ow.ly/O3C950HUZ1S
1
1
12",https://pbs.twimg.com/profile_images/912682094308012032/9QkafiSn_mini.jpg,1,1,12
Accenture,@Accenture,2022-02-15T18:00:00.000Z,"Accenture
@Accenture
·
Feb 15","For supply chain leaders, warehouse automation is a top priority for digital investment.

How do essential warehouse workers and front-line supervisors feel about that?

We asked them. Here's why it’s actually cause for optimism. https://accntu.re/350wbuf
hbr.org
Research: How Do Warehouse Workers Feel About Automation?
Automated tools that help to lift, sort, and move goods around warehouses can substantially improve efficiency and quality. But how do the millions of workers employed in warehouses around the world...
9
17",https://pbs.twimg.com/card_img/1517784151763656705/8UO3qjCz?format=jpg&name=small,,9,17
Accenture,@Accenture,2022-02-15T15:49:01.000Z,"Accenture
@Accenture
·
Feb 15","By combining human ingenuity with applied intelligence and digital technologies—#IntelligentOperations can empower your people and business. https://accntu.re/3LBdfU0
1
8
18",https://pbs.twimg.com/amplify_video_thumb/1493613276340621313/img/aEkouFdaIj_7LIGZ.jpg,1,8,18
Accenture,@Accenture,2022-02-15T14:00:11.000Z,"Accenture
@Accenture
·
Feb 15","Thrivers know that galvanizing their organization around their collective difference means knowing where to focus, who to rally, and are 67% more likely to provide critical input to growth strategies than their peers. https://accntu.re/3oFWlcS
4
19",https://pbs.twimg.com/media/FLpIfXnXoAMkPSJ.jpg,,4,19
Accenture,@Accenture,2022-02-07T13:00:03.000Z,"Accenture
@Accenture
·
Feb 7","Stakeholders want more from business:
 
 Human connections
 Collective intelligence
 Accountability at all levels
 
Is your company up for the challenge? 
https://accntu.re/3o9MBXV
5
16",https://pbs.twimg.com/media/FK_uA1-X0AE_lIx?format=jpg&name=small,,5,16
Accenture,@Accenture,2022-02-04T19:00:01.000Z,"Accenture
@Accenture
·
Feb 4","Automation is here. What are leaders doing that your enterprise isn’t? 

Learn how to implement AI-powered automation at scale with The Automation Advantage. https://accntu.re/3IFAkCB
3
17",https://pbs.twimg.com/media/FKxjodIWUAMvjCW?format=jpg&name=small,,3,17
Accenture,@Accenture,2022-02-04T18:00:02.000Z,"Accenture
@Accenture
·
Feb 4","Nothing gets past Ebun, our Europe-based #cybersecurity expert. Want to help keep companies safe like Ebun? Explore our careers from A to Z. https://accntu.re/3KMxmy8 #CareersAZ
ALT
2
7",https://pbs.twimg.com/media/FKxV5zWXoAET0nW?format=jpg&name=small,,2,7
Accenture Retweeted,@JimmyEtheredge,2022-02-04T13:13:55.000Z,"Jimmy Etheredge
@JimmyEtheredge
·
Feb 4","Once again, a spotlight shines on 
@Accenture
 hard work on gender equity. Thanks to all involved!
Accenture
@Accenture
 · Jan 26
We are honored to be the highest-scoring company on @Bloomberg LP's Gender-Equality Index. We continue to set goals and hold our leaders accountable for creating a culture of equality where our 674,000 people can advance and thrive. https://accntu.re/3r4UP5Q
ALT
5
38",https://pbs.twimg.com/media/FKCyFnPXsAcrEXN?format=jpg&name=small,,5,38
Accenture,@Accenture,2022-02-04T16:00:00.000Z,"Accenture
@Accenture
·
Feb 4","What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://accntu.re/3H6WXj1
accenture.com
4 Keys to Cloud Continuum Success | Accenture
Accenture outlines how the cloud continuum creates a seamless technology and capability foundation that leads to cloud success. Read more.
2
12",https://pbs.twimg.com/card_img/1516413816724234249/3hsrjCUS?format=jpg&name=small,,2,12
Accenture,@Accenture,2022-02-03T20:00:02.000Z,"Accenture
@Accenture
·
Feb 3","CEOs are already navigating supply chain disruption from climate change—earlier than they expected. Our new report with United Nations 
@globalcompact
 looks at how business leaders can accelerate their transition to sustainable business models. https://accntu.re/3r41OMa
ALT
1
15",https://pbs.twimg.com/media/FKsnx7wXsAgd3kZ?format=jpg&name=small,,1,15
Accenture,@Accenture,2022-02-03T19:00:01.000Z,"Accenture
@Accenture
·
Feb 3","By better managing people’s everyday work experiences, leaders can go beyond inclusion and make every person feel like they truly belong. Here’s how. #BetterToBelong https://accntu.re/3r3NSBT
1
7
26",https://pbs.twimg.com/media/FKsaCvTXoAE8V1O?format=jpg&name=small,1,7,26
Accenture,@Accenture,2022-01-25T18:00:02.000Z,"Accenture
@Accenture
·
Jan 25","In Norway, one innovative waste management company is breaking down plastic using enzymes, sorting papers with sensors—and revolutionizing recycling. The full story is in our podcast #BuiltForChange: https://accntu.re/33rZQfE
ALT
5
25",https://pbs.twimg.com/media/FJ92AMEXsAMJeCH?format=jpg&name=small,,5,25
Accenture Retweeted,@MWCHub,2022-01-06T14:00:55.000Z,"MWC | #MWC22
@MWCHub
·
Jan 6","We are very excited to introduce the newest feature to #MWC22, Industry City! 

This zone will showcase how the FinTech, Manufacturing, and the Smart Mobility industries are leading in connected technology.

 https://gsma.at/3xHfI8y

Industry City Knowledge Partner - 
@Accenture
3
18",https://pbs.twimg.com/media/FIbJERdXoAIqqaB?format=jpg&name=small,,3,18
Accenture Retweeted,@theinnovator,2022-01-25T15:35:49.000Z,"The Innovator
@theinnovator
·
Jan 25","Learn how to to scale #intelligentautomation across the enterprise and generate top line growth. Read The Innovator's interview with 
@DrBhaskarGhosh
  #Accenture's Chief Strategy Officer, co-author of the just-released book The Automation Advantage.
theinnovator.news
Interview Of The Week: Bhaskar Ghosh, Chief Strategy Officer, Accenture - The Innovator
Bhaskar Ghosh, the co-author of The Automation Advantage, talks about about how to scale intelligent automation across the enterprise.
14
38",https://pbs.twimg.com/card_img/1519001665122168832/1zR1xpux?format=jpg&name=small,,14,38
Accenture,@Accenture,2022-01-25T14:00:14.000Z,"Accenture
@Accenture
·
Jan 25","Discover how Mehmet is doing incredible things in Accenture Interactive to help his clients get the full value of cloud. Want to work like Mehmet? https://accntu.re/32ai6cQ
0:16
659 views
14",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,,,14
Accenture,@Accenture,2022-01-24T20:00:01.000Z,"Accenture
@Accenture
·
Jan 24","Investor and capital influence on #sustainability goals risen sharply over the past five years. In our new report with United Nations 
@GlobalCompact
 CEOs say business can provide the solutions required for the world to tackle climate change. https://accntu.re/3FAWGTY
ALT
1
17",https://pbs.twimg.com/media/FJ5H4IAXEAA3ePd?format=jpg&name=small,,1,17
Accenture,@Accenture,2022-01-24T16:00:03.000Z,"Accenture
@Accenture
·
Jan 24","Some will watch the world change. 
Some will lead it. 

#TechVision2021: Leaders wanted. https://accntu.re/3qDm9aM
ALT
1
4
28",https://pbs.twimg.com/media/FJ4Q83hXsAIK67y?format=jpg&name=small,1,4,28
Accenture,@Accenture,2022-01-24T14:00:15.000Z,"Accenture
@Accenture
·
Jan 24","Action plans.
Case studies.
Strategies.

Learn how to implement intelligent automation to meet your business needs with The Automation Advantage. https://accntu.re/33pdO1P
1
6
23",https://pbs.twimg.com/amplify_video_thumb/1485613372607537153/img/Ocla_oAZf00SSdyA.jpg,1,6,23
Accenture,@Accenture,2022-01-11T21:30:00.000Z,"Accenture
@Accenture
·
Jan 11","Proud to be among America’s Most Just Companies #JUST100 list. Our CEO 
@JulieSweet
 joined 
@SquawkCNBC
 to explain why creating value for all stakeholders is essential to success. Watch 
Squawk Box
@SquawkCNBC
 · Jan 11
""We announced we hired 50,000 people in a single quarter. We are a talent magnet and we believe that is very much related to the fact that people want to go to companies that create value--but also lead with values,"" says @Accenture's @JulieSweet on the #JUST100 $ACN
1
7
51",https://pbs.twimg.com/media/FI00xK0XIAUJE4L.jpg,1,7,51
Accenture,@Accenture,2022-01-11T17:00:28.000Z,"Accenture
@Accenture
·
Jan 11"," Supply unbounded
 Sustainable purpose
 Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://accntu.re/3zyCmkr
4
17",https://pbs.twimg.com/amplify_video_thumb/1480947634332389385/img/_7ZrtytNogQmOoKF.jpg,,4,17
Accenture,@Accenture,2022-01-11T15:18:52.000Z,"Accenture
@Accenture
·
Jan 11","Where are you on your automation journey? 

Learn how to use and scale AI-powered automation to transform your business with The Automation Advantage, out now. https://accntu.re/3tfWgQd
4
22",https://pbs.twimg.com/amplify_video_thumb/1480922112240070666/img/9SePbhOfXltsLs-Y.jpg,,4,22
Accenture,@Accenture,2022-01-11T14:00:12.000Z,"Accenture
@Accenture
·
Jan 11","Thrivers are 2.5x more focused on activating their brand purpose than peers; discarding the long tail of tactics that have diminishing returns to connect with their customers in meaningful ways. https://accntu.re/3F29AtB
0:20
839 views
1
20",https://pbs.twimg.com/amplify_video_thumb/1480902329348075520/img/NNKIDkcy0hBbUpU6.jpg,,1,20
Accenture,@Accenture,2022-01-10T19:00:02.000Z,"Accenture
@Accenture
·
Jan 10","Most companies score just 52 out of 100 on our index for stakeholder-centric behaviors and practices. 
Find out how yours measures up: https://accntu.re/34xL1sh #Sustainability
3
28",https://pbs.twimg.com/media/FIwz42eWUAADrHS?format=jpg&name=small,,3,28
Accenture,@Accenture,2022-01-10T17:22:02.000Z,"Accenture
@Accenture
·
Jan 10","Learn how Management Consultant Harshit partners with a global team to reach no-waste goals in the apparel industry. Want to work like Harshit? https://accntu.re/3zzmVIR
ALT
1
17",https://pbs.twimg.com/media/FIwddUQXwAI-Xeg?format=jpg&name=small,,1,17
Accenture,@Accenture,2022-01-10T14:00:02.000Z,"Accenture
@Accenture
·
Jan 10","Congratulations to our own 
@EllynJShook1
, Chief Leadership and CHRO, on her recent appointment to the Baldwin Risk Partners’ Board of Directors. We are excited for you in this extended role!  https://accntu.re/3f1B6Nu
1
8
58",https://pbs.twimg.com/media/FIvvOayXEAocWx1?format=jpg&name=small,1,8,58
Accenture,@Accenture,2022-01-08T00:00:15.000Z,"Accenture
@Accenture
·
Jan 8","What is Social Commerce and what opportunities does it offer retailers, consumer goods and service brands? Learn more from this #CES2022 session: https://accntu.re/34pMUH7
1
36",https://pbs.twimg.com/media/FIib1UbWYAATDge.jpg,,1,36
Accenture,@Accenture,2021-12-29T18:00:13.000Z,"Accenture
@Accenture
·
Dec 29, 2021","95% of Thrivers have increased their ability to scale at speed vs. 65% of their closest peers. Find out how they are rewiring their organizations for results. https://accntu.re/3DDYqLc
1
4
18",https://pbs.twimg.com/amplify_video_thumb/1476251676457721866/img/zPLnolZA4aiRFv2l.jpg,1,4,18
Accenture,@Accenture,2021-12-29T14:00:03.000Z,"Accenture
@Accenture
·
Dec 29, 2021","CEOs are already navigating supply chain disruption from climate change—earlier than they expected. Our new report with United Nations 
@globalcompact
 looks at how business leaders can accelerate their transition to sustainable business models. https://accntu.re/3rW6QLL
ALT
3
14",https://pbs.twimg.com/media/FHx8JpYXoAUOFK6?format=jpg&name=small,,3,14
Accenture,@Accenture,2021-12-28T21:00:01.000Z,"Accenture
@Accenture
·
Dec 28, 2021","Ever wonder what it’s like to work with 600,000 brilliant minds under one roof? Experience real career stories from our people. https://accntu.re/3lRGnuG #CareersAZ
ALT
9
34",https://pbs.twimg.com/media/FHuSrvrXwAULFiy?format=jpg&name=small,,9,34
Accenture,@Accenture,2021-12-28T19:00:01.000Z,"Accenture
@Accenture
·
Dec 28, 2021","Gary's cool career in #IndustryX helps limit global warming. Want to work like Gary and remove CO2 from the air? Explore our careers from A-Z. https://accntu.re/3rNZOID #CareersAZ
ALT
1
6
21",https://pbs.twimg.com/media/FHt3N56XEAAefn3?format=jpg&name=small,1,6,21
Accenture,@Accenture,2021-12-28T18:00:01.000Z,"Accenture
@Accenture
·
Dec 28, 2021","Check out #BuiltForChange, featuring inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/3GvfW5W
ALT
3
11",https://pbs.twimg.com/media/FHtpfDTXoAEK4q6?format=jpg&name=small,,3,11
Accenture,@Accenture,2021-12-28T16:00:23.000Z,"Accenture
@Accenture
·
Dec 28, 2021"," Supply unbounded
 Sustainable purpose
 Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://accntu.re/3EFkSoz
1
13",https://pbs.twimg.com/amplify_video_thumb/1475859089804640256/img/JZyVpdecVZaXzHM3.jpg,,1,13
Accenture,@Accenture,2021-12-27T20:00:13.000Z,"Accenture
@Accenture
·
Dec 27, 2021","70% of #CMOs say their teams are burned out. Our new research reveals how to spark new inspiration and change marketing in the process. Read more in The Great Marketing Declutter: https://accntu.re/31MfSjs
1
5
18",https://pbs.twimg.com/amplify_video_thumb/1475557100138946565/img/6g0CO5M-h0MgpiFG.jpg,1,5,18
Accenture,@Accenture,2021-12-14T09:00:00.000Z,"Accenture
@Accenture
·
Dec 14, 2021"," Swipe to learn how we created an elastic, digital workplace for our employees with Microsoft Teams. https://accntu.re/3E2ph3P
accenture.com
Click here to read the full story
4
25",https://pbs.twimg.com/media/FGe0bsqXMAAehjw?format=png&name=small,,4,25
Accenture,@Accenture,2021-12-13T20:00:23.000Z,"Accenture
@Accenture
·
Dec 13, 2021"," Supply unbounded
 Sustainable purpose
 Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://accntu.re/3lPaoLN
2
14",https://pbs.twimg.com/amplify_video_thumb/1470483672394571781/img/cFrlQx0VYI9WfnOx.jpg,,2,14
Accenture,@Accenture,2021-12-13T18:00:01.000Z,"Accenture
@Accenture
·
Dec 13, 2021","One day more being fully operational can make all the difference to your bottom line. 

Read about the Cyber Champions who stop more attacks and fix breaches faster. https://accntu.re/3EEYRWB #Cybersecurity
ALT
2
17",https://pbs.twimg.com/media/FGgZov2XEAUN-K7?format=jpg&name=small,,2,17
Accenture,@Accenture,2021-12-13T15:00:05.000Z,"Accenture
@Accenture
·
Dec 13, 2021","Learn how Management Consultant Harshit partners with a global team to reach no-waste goals in the apparel industry. Want to work like Harshit? https://accntu.re/3lRt25Q
ALT
1
1
18",https://pbs.twimg.com/media/FGfwc9LXEAoHy5h?format=jpg&name=small,1,1,18
Accenture,@Accenture,2021-12-10T20:00:02.000Z,"Accenture
@Accenture
·
Dec 10, 2021","For your weekend listening list! Our #BuiltForChange podcast series features inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/31sP5Is
ALT
1
8
23",https://pbs.twimg.com/media/FGRYVkuXIAAszRP?format=jpg&name=small,1,8,23
Accenture,@Accenture,2021-12-10T19:00:01.000Z,"Accenture
@Accenture
·
Dec 10, 2021","What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://accntu.re/3DuLuqZ
accenture.com
4 Keys to Cloud Continuum Success | Accenture
Accenture outlines how the cloud continuum creates a seamless technology and capability foundation that leads to cloud success. Read more.
4
13",https://pbs.twimg.com/card_img/1516413816724234249/3hsrjCUS?format=jpg&name=small,,4,13
Accenture,@Accenture,2021-12-10T17:00:16.000Z,"Accenture
@Accenture
·
Dec 10, 2021"," How can you embed #sustainability and social responsibility into the fabric of your organization?

Here's how to go from having good intentions to delivering on them: https://accntu.re/31fOURm #BusinessFutures2021
2
16",https://pbs.twimg.com/amplify_video_thumb/1469351216010432513/img/Gg6r_zPtk1UW4wdI.jpg,,2,16
Accenture,@Accenture,2021-11-26T19:23:01.000Z,"Accenture
@Accenture
·
Nov 26, 2021","Learn how strong alignment between your #cybersecurity efforts and the business strategy leads to better outcomes for the business AND #CyberResilience. https://accntu.re/3qND1fy
ALT
5
21",https://pbs.twimg.com/media/FFJJm2oXsAgD5jh?format=jpg&name=small,,5,21
Accenture,@Accenture,2021-11-26T15:00:02.000Z,"Accenture
@Accenture
·
Nov 26, 2021","For your weekend listening list! Our #BuiltForChange podcast series features inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/3csyzum
ALT
2
18",https://pbs.twimg.com/media/FFINadlXEAQs94f?format=jpg&name=small,,2,18
Accenture,@Accenture,2021-11-25T18:30:12.000Z,"Accenture
@Accenture
·
Nov 25, 2021","We're helping businesses see positive value in every direction to benefit the world around us. Join us and make your impact: https://accntu.re/3DsAOtA #LetThereBeChange
2
19",https://pbs.twimg.com/amplify_video_thumb/1463938036446674947/img/-HLhnAChbtMqcSdo.jpg,,2,19
Accenture,@Accenture,2021-11-25T17:00:09.000Z,"Accenture
@Accenture
·
Nov 25, 2021","Our incredible people follow their purpose to make a lasting impact. Find your next career opportunity and explore our stories of change from A to Z. https://accntu.re/3FoeWjE #CareersAZ
0:17
1,430 views
3
15",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,,3,15
Accenture,@Accenture,2021-11-25T16:00:02.000Z,"Accenture
@Accenture
·
Nov 25, 2021"," Helping build sustainable futures.
 Elevating & evolving experiences.
 Embracing change all around us. 

That's 360˚ Value. https://accntu.re/3Cu7l0V #LetThereBeChange
ALT
2
9",https://pbs.twimg.com/media/FFDRjkVXoAMzQCz?format=jpg&name=small,,2,9
Accenture,@Accenture,2021-11-24T19:00:01.000Z,"Accenture
@Accenture
·
Nov 24, 2021","Create a thriving culture of diversity, inclusion and belonging by scaling equitable experiences and focusing on ways to leave your people Net Better Off. https://accntu.re/30DOV1a #BetterToBelong
ALT
4
24",https://pbs.twimg.com/media/FE-xKkmXEAMJujk?format=jpg&name=small,,4,24
Accenture,@Accenture,2021-11-24T16:00:19.000Z,"Accenture
@Accenture
·
Nov 24, 2021"," Supply unbounded
 Sustainable purpose
 Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://accntu.re/3x1NANj
1
3
17",https://pbs.twimg.com/amplify_video_thumb/1463537905549381645/img/YGNBqc7Mt1BHifEt.jpg,1,3,17
Accenture,@Accenture,2021-11-11T19:00:00.000Z,"Accenture
@Accenture
·
Nov 11, 2021","A continuum of opportunities and innovation  

See 4 common ways companies follow to find true value in the #cloud: https://accntu.re/3k9p1c0
accenture.com
4 Keys to Cloud Continuum Success | Accenture
Accenture outlines how the cloud continuum creates a seamless technology and capability foundation that leads to cloud success. Read more.
5
15",https://pbs.twimg.com/card_img/1517200435962351616/DMTSwiVM?format=jpg&name=small,,5,15
Accenture,@Accenture,2021-11-11T18:09:40.000Z,"Accenture
@Accenture
·
Nov 11, 2021","Our leaders create and sustain our culture of equality every day. We are so proud of our 6 Accenture leaders honored on this year's 
@OUTstandingiB
 LGBT+ and Ally Role Models lists. https://accntu.re/3ktR5Xz #OUTRoleModels21 #PrideAtAccenture
5
17
76",https://pbs.twimg.com/media/FD7o-CvWUAY7qF3.jpg,5,17,76
Accenture,@Accenture,2021-11-11T15:57:28.000Z,"Accenture
@Accenture
·
Nov 11, 2021","Climate change represents one of the major current and future challenges for Travel and Tourism worldwide. We’ve collaborated with 
@WTTC
 and the 
@UNEP
 to launch a #NetZero Roadmap and framework for the Travel & Tourism sector: https://accntu.re/3o9u9Ow
ALT
1
4
24",https://pbs.twimg.com/media/FD7Ktj6XIAAS3c_?format=jpg&name=small,1,4,24
